Item #,Description,Bottle Size,Vintage,Vendor,Case Size,Pack Qty,Unit Price,Pack Price,Case Price,Current Inventory On Hand,Item Unit Cost,Item Case Cost,UPC data
14006,CORONA SUNBREW 6PK NR,12OZ,,SHORE,24,6,0,10.99,39.99,1,1.3125,31.5,33544002377
14006,CORONA SUNBREW 6PK NR,12OZ,,SHORE,24,6,0,10.99,39.99,1,1.3125,31.5,33544002384
15538,COSMIX PAINKILLER SELTZER 4PK CANS,12OZ,,BARREL,24,4,0,10.99,59.99,16,2.1667,52,764613320701
14864,COSTA BELLA PINOT GRIGIO,1.5L,,7,6,1,9.99,0,0,25,7.4933,44.96,8000128189009
13558,COSTA DO SOL VINHO VERDE,750ML,,10,12,1,8.99,0,0,5,5.3333,64,89552008658
15380,COTE ATLANTIQUE ROSE,750ML,,DOZORTSEV AND SONS ENTERPRISES LTD,12,1,10.99,0,0,0,7,84,25935230407
15361,COTE DE ROSES  ROSE,750ML,,FYFY,12,1,19.99,0,0,66,14.3333,172,812147020083
15320,COTE DE ROSES  SAUVIGNON BLANC,750ML,,FYFY,12,1,17.99,0,0,7,12,144,812147021127
14163,COUCH POTATO VODKA,1.75L,,FLAL,6,1,23.99,0,0,3,19.99,119.94,863365000418
3751,COUCH POTATO VODKA,750ML,,7,12,1,12.99,0,0,840,1.6667,20,863365000401
14533,COURVOSIER VS,750ML,,ALAL,12,1,39.99,0,0,5,30.19,362.28,80686961048
932,COVALLI BRUT PROSECCO,750ML,,TITI,12,1,10.99,0,0,0,6.6667,80,763955523009
991,COVALLI EXTRA BRUT PROSECCO,750ML,,TITI,12,1,10.99,0,0,17,7,84,763955523108
991,COVALLI EXTRA BRUT PROSECCO,750ML,,TITI,12,1,10.99,0,0,17,7,84,763955523108
13574,COVALLI PROSECCO ROSE,750ML,,TITI,12,1,10.99,0,0,4,7,84,763955572809
8450,CRANE LAKE CABERNET SAUVIGNON,750ML,,FYFY,12,1,5.99,0,0,19,4.3333,52,81054394352
8409,CRANE LAKE CHARDONNAY,750ML,,FYFY,12,1,5.99,0,0,7,4.3333,52,81054394406
8551,CRANE LAKE MALBEC,750ML,,FYFY,12,1,5.99,0,0,8,4.3333,52,81054394130
8408,CRANE LAKE MERLOT,750ML,,FYFY,12,1,5.99,0,0,12,4.3333,52,81054394475
10107,CRANE LAKE MOSCATO,750ML,,FYFY,12,1,5.99,0,0,9,4.3333,52,81054394086
8686,CRANE LAKE PETITE SIRAH,750ML,,FYFY,12,1,5.99,0,0,4,4.3333,52,81054394697
8455,CRANE LAKE PINOT GRIGIO,750ML,,FYFY,12,1,5.99,0,0,28,4.3333,52,81054394277
8455,CRANE LAKE PINOT GRIGIO,750ML,,FYFY,12,1,5.99,0,0,28,4.3333,52,81054394277
8644,CRANE LAKE PINOT NOIR,750ML,,FYFY,12,1,5.99,0,0,3,4.3333,52,81054394444
8895,CRANE LAKE RIESLING,750ML,,FYFY,12,1,5.99,0,0,20,4.3333,52,81054394802
8685,CRANE LAKE SAUVIGNON BLANC,750ML,,FYFY,12,1,5.99,0,0,5,4.3333,52,81054394505
2919,CRANE LAKE SHIRAZ,750ML,,FYFY,12,1,5.99,0,0,3,4.3333,52,81054394307
9187,CRANE LAKE SWEET RED,750ML,,FYFY,12,1,5.99,0,0,8,4.3333,52,81054394512
9450,CRANE LAKE WHITE ZINFANDEL,750ML,,FYFY,12,1,5.99,0,0,11,4.3333,52,81054394451
13869,CRATER LAKE HAZELNUT ESPRESSO,750ML,,VWAL,12,1,21.99,0,0,6,17.3333,208,612484750045
1379,CR CELLARS   FORTISSIMO RED,1.5L,,ALAL,6,1,10.99,0,0,5,8.3333,50,86012500448
15611,CREMITA VERDEJO,750ML,,DOZORTSEV AND SONS ENTERPRISES LTD,12,1,16.99,0,0,11,11.5,138,8437016929049
15534,CRESCENT 10THC GINGER LEMONADE 4PK CAN,12OZ,,SHORE,24,4,0,15.99,89.99,12,2.5,60,5812062391034
15534,CRESCENT 10THC GINGER LEMONADE 4PK CAN,12OZ,,SHORE,24,4,0,15.99,89.99,12,2.5,60,850069391034
15534,CRESCENT 10THC GINGER LEMONADE 4PK CAN,12OZ,,SHORE,24,4,0,15.99,89.99,12,2.5,60,850069391119
15533,CRESCENT 10THC RASPBERRY LIME  4P CAN,12OZ,,SHORE,24,4,0,15.99,89.99,16,2.3958,57.5,850069391027
15533,CRESCENT 10THC RASPBERRY LIME  4P CAN,12OZ,,SHORE,24,4,0,15.99,89.99,16,2.3958,57.5,850069391102
15485,CRESCENT 10THC WATERMELON SELTZER 4P CAN,12OZ,,SHORE,24,4,0,15.99,89.99,0,2.3958,57.5,850031542655
15739,CRESCENT 20THC RASPBERRY LIME  4P CAN,12OZ,,SHORE,24,4,0,24.99,119.99,44,3.25,78,850031542990
15743,CRESCENT 20THC SOUR WATERMELON 4P CAN,12OZ,,SHORE,24,4,0,19.59,0,0,3.125,75,850031542983
15743,CRESCENT 20THC SOUR WATERMELON 4P CAN,12OZ,,SHORE,24,4,0,19.59,0,0,3.125,75,850031542877
15741,CRESCENT 20THC STRAWBERRY LEMON  4P CAN,12OZ,,SHORE,24,4,0,24.99,119.99,12,3.125,75,850069391003
15755,CRESCENT 20THC WATERMELON SELTZE  4P CAN,12OZ,,SHORE,24,4,0,21.99,119.99,0,3.125,75,
14346,CRIOS ROSE OF MALBEC ROSE,750ML,,MTMT,12,1,15.29,0,0,11,10,120,858497005080
15292,CRIOS TORRONTES WHITE,750ML,,MTMT,12,1,15.29,0,0,7,10,120,858497005066
15582,CROSBY CHARDONNAY,750ML,,T EDWARD,12,1,9.99,0,0,9,6.6667,80,804879534143
15076,CROSBY MERLOT,750ML,,T EDWARD,12,1,11.99,0,0,5,8.1667,98,851718880749
4129,CROSSINGS SAUVIGNON BLANC,750ML,,ALAL,12,1,14.99,0,0,20,8.99,107.88,831869000012
14107,CROWN GOLD,KING,,3,10,1,7.49,0,0,0,5.689,56.89,90600391622
14465,CROWN GOLD 100,KING,,3,10,1,7.49,0,0,56,6.453,64.53,90600391684
14465,CROWN GOLD 100,KING,,3,10,1,7.49,0,0,56,6.453,64.53,90600391684
14465,CROWN GOLD 100,KING,,3,10,1,7.49,0,0,56,6.453,64.53,90600391684
14935,CROWN MENTHOL 100,100S,,3,10,1,7.49,0,0,12,6.453,64.53,90600391677
14935,CROWN MENTHOL 100,100S,,3,10,1,7.49,0,0,12,6.453,64.53,90600391677
15530,CROWN MENTHOL LIGHT 100,100S,,3,10,1,7.49,0,0,16,6.453,64.53,90600391707
15530,CROWN MENTHOL LIGHT 100,100S,,3,10,1,7.49,0,0,16,6.453,64.53,90600391707
14106,CROWN RED,KING,,3,10,1,7.49,0,0,0,5.689,56.89,90600391608
14348,CROWN RED 100,100S,,3,10,1,7.49,0,0,31,6.453,64.53,90600391660
14348,CROWN RED 100,100S,,3,10,1,7.49,0,0,31,6.453,64.53,90600391660
14217,CROWN ROYAL  8PK LEMONADE VARIETY,12OZ,,FLAL,24,8,0,19.99,55.99,0,1.7821,42.77,82000805564
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,8700080272
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,82000807247
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,82000790877
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,82000738541
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,82000741633
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,2080
14227,CROWN ROYAL WHISKEY,50ML,,FLAL,60,1,2.29,0,0,2,1.49,89.4,87000701045
14227,CROWN ROYAL WHISKEY,50ML,,FLAL,60,1,2.29,0,0,2,1.49,89.4,8719902
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,8200078827
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,82000789086
8840,CROWN ROYAL WHISKEY,375ML,,RNAL,24,1,18.29,0,0,19,12.19,292.56,877600
208,CROWN ROYAL WHISKEY,750ML,,GAFY,12,1,35.99,0,0,11,28.09,337.08,8772503
1020,CROWN ROYAL WHISKEY,1.75L,,RNAL,6,1,63.99,0,0,6,49.09,294.54,87000700604
11463,CROWN ROYAL WHISKEY APPLE,200ML,,ALAL,44,1,12.49,0,0,3,8.69,382.36,82000771548
4789,CROWN ROYAL WHISKEY APPLE,50ML,,ALAL,60,6,2.29,0,0,0,1.49,89.4,82000771524
162,CROWN ROYAL WHISKEY APPLE,750ML,,FLAL,12,1,35.99,0,0,12,28.09,337.08,82000771562
4789,CROWN ROYAL WHISKEY APPLE,50ML,,ALAL,60,6,2.29,0,0,0,1.49,89.4,8245805
10132,CROWN ROYAL WHISKEY APPLE,375ML,,RNAL,24,1,18.29,0,0,19,12.19,292.56,82000771555
9052,CROWN ROYALWHISKEY BLACK,750ML,,GAFY,12,1,39.99,0,0,6,30.49,365.88,82000757221
9052,CROWN ROYALWHISKEY BLACK,750ML,,GAFY,12,1,39.99,0,0,6,30.49,365.88,82000750437
15130,CROWN ROYAL WHISKEY BLACKBERRY,375ML,,ALAL,24,1,18.29,0,0,14,12.19,292.56,82000809531
14865,CROWN ROYAL WHISKEY BLACKBERRY,750ML,,ALAL,12,1,36.99,0,0,3,28.09,337.08,82000789550
15128,CROWN ROYAL WHISKEY BLACKBERRY,50ML,,ALAL,60,6,2.29,0,0,22,1.49,89.4,8271509
15717,CROWN ROYAL WHISKEY CHOCOLATE,750ML,,ALAL,12,1,38.99,0,0,8,28.09,337.08,82000811053
5846,CROWN ROYAL WHISKEY PEACH,50ML,,ALAL,60,6,2.29,0,0,29,1.49,89.4,8271305
12759,CROWN ROYAL WHISKEY PEACH,750ML,,JJJA,12,1,36.99,0,0,3,28.09,337.08,82000782919
4246,CROWN ROYAL WHISKEY SALT CARAMEL,750ML,,FLAL,12,1,35.99,0,0,12,28.09,337.08,82000783978
14822,CROWN ROYAL WHISKEY SOUR,750ML,,GAFY,12,1,24.99,0,0,6,18.99,227.88,82000807971
11575,CROWN ROYAL WHISKEY VANILLA,750ML,,JJJA,12,1,35.99,0,0,7,28.09,337.08,82000776598
4468,CROWN ROYAL WHISKEY VANILLA,50ML,,GAFY,60,1,2.29,0,0,0,1.49,89.4,8252300
4468,CROWN ROYAL WHISKEY VANILLA,50ML,,GAFY,60,1,2.29,0,0,0,1.49,89.4,82000776567
5480,CRUZAN RUM BANANA,750ML,,RRRR,12,1,16.99,0,0,0,13.19,158.28,80686967705
5480,CRUZAN RUM BANANA,750ML,,RRRR,12,1,16.99,0,0,0,13.19,158.28,4428665750
5480,CRUZAN RUM BANANA,750ML,,RRRR,12,1,16.99,0,0,0,13.19,158.28,8068696738
8136,CRUZAN RUM BLACK CHERRY,750ML,,RERR,12,1,16.99,0,0,13,11.09,133.08,835229005037
8124,CRUZAN RUM BLACK CHERRY,1.75L,,GAFY,6,1,20.99,0,0,2,17.09,102.54,80686982111
8136,CRUZAN RUM BLACK CHERRY,750ML,,RERR,12,1,16.99,0,0,13,11.09,133.08,80686967569
8136,CRUZAN RUM BLACK CHERRY,750ML,,RERR,12,1,16.99,0,0,13,13.19,158.28,80686967569
8136,CRUZAN RUM BLACK CHERRY,750ML,,RERR,12,1,16.99,0,0,13,11.09,133.08,80686970132
8136,CRUZAN RUM BLACK CHERRY,750ML,,RERR,12,1,16.99,0,0,13,13.19,158.28,80686970132
8136,CRUZAN RUM BLACK CHERRY,750ML,,RERR,12,1,16.99,0,0,13,13.19,158.28,835229005037
15695,CRUZAN RUM BLACK STRAP,750ML,,ALAL,6,1,21.99,0,0,5,17.09,102.54,80686967606
5481,CRUZAN RUM COCONUT,750ML,,RRRR,12,1,16.99,0,0,3,11.09,133.08,80686967088
5481,CRUZAN RUM COCONUT,750ML,,RRRR,12,1,16.99,0,0,3,11.09,133.08,80686967712
5481,CRUZAN RUM COCONUT,750ML,,RRRR,12,1,16.99,0,0,3,11.09,133.08,86869677126
8125,CRUZAN RUM COCONUT,1.75L,,GAFY,6,1,20.99,0,0,6,17.09,102.54,80686982029
4696,CRUZAN RUM LIGHT 2YR,750ML,,RRRR,12,1,16.99,0,0,4,11.09,133.08,80686967651
6720,CRUZAN RUM MANGO,750ML,,RERR,12,1,14.99,0,0,14,11.09,133.08,80686970248
6720,CRUZAN RUM MANGO,750ML,,RERR,12,1,14.99,0,0,14,11.09,133.08,80686970248
8212,CRUZAN RUM MANGO,1.75L,,GAFY,6,1,20.99,0,0,9,17.09,102.54,80686982081
5483,CRUZAN RUM PINEAPPLE,750ML,,GARR,12,1,16.99,0,0,8,11.09,133.08,80686967729
5483,CRUZAN RUM PINEAPPLE,750ML,,GARR,12,1,16.99,0,0,8,11.09,133.08,8068696720
5483,CRUZAN RUM PINEAPPLE,750ML,,GARR,12,1,16.99,0,0,8,11.09,133.08,4428656650
8217,CRUZAN RUM PINEAPPLE,1.75L,,GAFY,6,1,20.99,0,0,2,17.09,102.54,80686982074
3094,CRUZAN RUM RASPBERRY,750ML,,RERR,12,1,16.99,0,0,2,13.19,158.28,80686967736
6392,CRUZAN RUM VANILLA,750ML,,RRRR,12,1,16.99,0,0,3,11.09,133.08,80686967743
6392,CRUZAN RUM VANILLA,750ML,,RRRR,12,1,16.99,0,0,3,11.09,133.08,89016006626
6392,CRUZAN RUM VANILLA,750ML,,RRRR,12,1,16.99,0,0,3,11.09,133.08,8068696726
4362,CRYSTAL PALACE GIN,750ML,,INJA,12,1,8.99,0,0,2,6.59,79.08,80660424057
4949,CRYSTAL PALACE GIN,1.75,,GAFY,6,1,15.99,0,0,6,13.09,78.54,80660424019
6081,CRYSTAL PALACE GIN,1L,,FY,12,1,9.99,0,0,13,7.0908,85.09,80660424033
6081,CRYSTAL PALACE GIN,1L,,FY,12,1,9.99,0,0,13,7.0908,85.09,80660424033
4598,CRYSTAL PALACE VODKA,750ML,,ALAL,12,1,8.29,0,0,21,5.69,68.28,80660487052
4953,CRYSTAL PALACE VODKA,1.75,,GAFY,6,1,14.99,0,0,6,11.59,69.54,80660487014
12696,CUPCAKE BUTTERKISSED CHARDONNAY,750ML,,ALAL,12,1,14.99,0,0,44,9.09,109.08,81308004396
8917,CUPCAKE CABERNET SAUVIGNON,750ML,,ALAL,12,1,14.99,0,0,2,10,120,81308591872
4260,CUPCAKE CHARD,750ML,,ALAL,12,1,14.99,0,0,14,9.09,109.08,81308592077
4260,CUPCAKE CHARD,750ML,,ALAL,12,1,14.99,0,0,14,9.09,109.08,81308592077
13924,CUPCAKE LIGHT HEARTED CHARDONNAY,750ML,,ALAL,12,1,12.99,0,0,6,9.09,109.08,81308011646
13925,CUPCAKE LIGHT HEARTED PINOT GRIGIO,750ML,,ALAL,12,1,12.99,0,0,8,9.09,109.08,81308011653
13926,CUPCAKE LIGHT HEARTED PINOT NOIR,750ML,,ALAL,12,1,12.99,0,0,41,9.09,109.08,81308011684
8920,CUPCAKE MERLOT,750ML,,ALAL,12,1,14.99,0,0,1,9.09,109.08,81308000282
10258,CUPCAKE MOSCATO,750ML,,ALAL,12,1,13.99,0,0,10,9.09,109.08,81308003009
2923,CUPCAKE MOSCATO D ASTI,750ML,,IVJA,12,1,16.99,0,0,15,11.67,140.04,81308001333
2923,CUPCAKE MOSCATO D ASTI,750ML,,IVJA,12,1,16.99,0,0,15,11.67,140.04,81308001333
4261,CUPCAKE PINOT GRIGIO,750ML,,ALAL,12,1,14.99,0,0,31,10,120,81308001067
4261,CUPCAKE PINOT GRIGIO,750ML,,ALAL,12,1,14.99,0,0,31,9.09,109.08,81308001067
4261,CUPCAKE PINOT GRIGIO,750ML,,ALAL,12,1,14.99,0,0,31,10,120,81308001067
9992,CUPCAKE PINOT  NOIR,750ML,,ALAL,12,1,14.99,0,0,7,9.09,109.08,81308001241
9993,CUPCAKE PROSECCO,750ML,,ALAL,12,1,16.99,0,0,5,11.67,140.04,81308001326
9460,CUPCAKE RED VELVET,750ML,,ALAL,12,1,14.99,0,0,10,9.09,109.08,81308001258
9531,CUPCAKE ROSE,750ML,,ALAL,12,1,14.99,0,0,10,9.09,109.08,81308004143
8921,CUPCAKE SAUVIGNON BALNC,750ML,,ALAL,12,1,13.99,0,0,12,9.09,109.08,81308000435
15969,CUPS-TUMBLER 10OZ,10OZ,,QFPI,250,20,3.19,0,0,21,0.2278,56.95,698746846374
13707,CUPS-TUMBLER 9OZ,9OZ,,SOUTH JERSEY,36,1,1.99,0,0,3,1.4667,52.8,763615129152
15899,CUSUMANO INSOLIA,750ML,,FYFY,12,1,19.99,0,0,3,13.32,159.84,86891082387
15900,CUSUMANO NERO D'AVOLA,750ML,,FYFY,12,1,18.99,0,0,1,12.32,147.84,86891082370
13401,CUTTY SARK,1.75L,,MEAL,6,1,34.49,0,0,3,29.085,174.51,812066020799
15989,CUTWATER 4 PK CHOCO  ESPRESSO MARTINI,12OZ,,RPRP,24,4,0,14.99,79.99,0,2.7042,64.9,816751024529
14926,CUTWATER 4 PK ESPRESSO MARTINI,12OZ,,RPRP,24,4,0,14.99,79.99,12,2.7042,64.9,816751023737
15684,CUTWATER 4 PK  LEMON DROP MARTINI,12OZ,,RPRP,24,4,0,14.99,79.99,8,2.7042,64.9,816751023799
4269,CUTWATER 4 PK  LONG ISLAND TEA,12OZ,,RPRP,24,4,0,14.99,79.99,48,2.9146,69.95,816751021993
3885,CUTWATER 4 PK MANGO MARGARITA,12OZ,,RPRP,24,4,0,14.99,79.99,32,2.9146,69.95,816751022105
3885,CUTWATER 4 PK MANGO MARGARITA,12OZ,,RPRP,24,4,0,14.99,79.99,32,2.7042,64.9,816751022105
3644,CUTWATER 4 PK  MARGARITA,12OZ,,RPRP,24,4,3.49,14.99,79.99,90,2.7042,64.9,816751021214
3644,CUTWATER 4 PK  MARGARITA,12OZ,,RPRP,24,4,3.49,14.99,79.99,90,2.7042,64.9,816751021238
3644,CUTWATER 4 PK  MARGARITA,12OZ,,RPRP,24,4,3.49,14.99,79.99,90,2.9146,69.95,816751021214
3644,CUTWATER 4 PK  MARGARITA,12OZ,,RPRP,24,4,3.49,14.99,79.99,90,2.9146,69.95,816751021238
15796,CUTWATER 4 PK  PEPPERMINT WHITE RUSSIAN,12OZ,,RPRP,24,4,0,14.99,79.99,0,2.7042,64.9,816751023966
3985,CUTWATER 4 PK  PINA COLADA,12OZ,,RPRP,24,4,0,14.99,79.99,0,2.7042,64.9,816751022488
3984,CUTWATER 4 PK PINEAPPLE  MARGARITA,12OZ,,RPRP,24,4,0,14.99,79.99,-4,2.6625,63.9,816751022792
3881,CUTWATER 4 PK SPICY BLOOD MARY,12OZ,,RPRP,24,4,0,14.99,79.99,0,2.6042,62.5,816751020477
3983,CUTWATER 4 PK STRAWBERRY MARGARITA,12OZ,,RPRP,24,4,0,14.99,79.99,44,2.7042,64.9,816751022457
3986,CUTWATER 4 PK TEQUILA PALOMA,12OZ,,RPRP,24,4,0,14.99,79.99,60,2.7042,64.9,816751021207
3986,CUTWATER 4 PK TEQUILA PALOMA,12OZ,,RPRP,24,4,0,14.99,79.99,60,2.7042,64.9,816751021207
3986,CUTWATER 4 PK TEQUILA PALOMA,12OZ,,RPRP,24,4,0,14.99,79.99,60,2.9771,71.45,816751021207
3645,CUTWATER 4 PK  TIKI RUM MAI TAI,12OZ,,RPRP,24,4,0,14.99,79.99,4,2.7042,64.9,816751021689
3646,CUTWATER 4 PK  VODKA MULE,12OZ,,RPRP,24,4,0,14.99,79.99,24,2.9146,69.95,816751020606
3649,CUTWATER 4 PK VODKA TRANSFUSION GRAPE,12OZ,,RPRP,24,4,0,14.99,79.99,0,2.5688,61.65,816751022563
4117,CUTWATER 8 PK RANCH WATER,12OZ,,RPRP,24,8,0,16.99,47.99,0,1.6333,39.2,816751022853
4578,CUTWATER WHITE RUSSIAN 4PK,12OZ,,RPRP,24,4,0,14.99,79.99,44,2.9771,71.45,816751022068
2297,CYCLES CABERNET SAUVIGNON,750ML,,10,12,1,10.29,0,0,11,6,72,757725312658
2301,CYCLES CHARDONNAY,750ML,,10,12,1,10.29,0,0,13,7,84,757725810680
2301,CYCLES CHARDONNAY,750ML,,10,12,1,10.29,0,0,13,6,72,757725810680
2294,CYCLES MERLOT,750ML,,10,12,1,10.29,0,0,9,7,84,757725712984
2295,CYCLES PINOT NOIR,750ML,,10,12,1,10.29,0,0,10,7,84,757725721429
12833,DAB 16.9OZ 4PK CAN,12OZ,,RPRP,24,4,0,6.99,35.99,64,1.2292,29.5,4053400004433
12833,DAB 16.9OZ 4PK CAN,12OZ,,RPRP,24,4,0,6.99,35.99,64,1.2292,29.5,25078075040
15486,DAD GRASS GRAPEFRUIT MINT 3THC 4PK CAN,12OZ,,SHORE,24,4,0,17.99,106.99,-4,3.125,75,850026506709
15487,DAD GRASS JALAPANEO LIME 3THC 4PK CAN,12OZ,,SHORE,24,4,0,17.99,106.99,12,3.125,75,
14136,DAD WATER LIVE TOUR VARIETY 8PK CANS,12OZ,,ABAB,24,8,0,18.99,54.99,32,2,48,860008473455
2747,DAILY'S  MARGARITA MIX,64OZ,,QFPI,9,1,8.99,0,0,25,5.55,49.95,74806000540
2747,DAILY'S  MARGARITA MIX,64OZ,,QFPI,9,1,8.99,0,0,25,5.8833,52.95,74806000540
2747,DAILY'S  MARGARITA MIX,64OZ,,QFPI,9,1,8.99,0,0,25,5.8833,52.95,74806000540
4010,DAILY'S  PINA COLADA MIX,64OZ,,QFPI,9,1,8.99,0,0,11,5.8833,52.95,74806000441
4010,DAILY'S  PINA COLADA MIX,64OZ,,QFPI,9,1,8.99,0,0,11,6.11,54.99,74806000441
11002,DAILY'S POUCH  BAHAMA MAMA,10OZ,,GAFY,24,1,1.99,0,0,11,1.4292,34.3,74806186398
14293,DAILY'S POUCH  BLACKBERRY SMASH,10OZ,,GAFY,24,1,1.99,0,0,3,1.4292,34.3,74806918975
12942,DAILY'S POUCH BLUE HAWAIIAN,10OZ,,GAFY,24,1,1.99,0,0,30,1.4292,34.3,74806186107
12941,DAILY'S POUCH HURRICANE,10OZ,,GAFY,24,1,1.99,0,0,15,1.4292,34.3,74806186206
12401,DAILY'S POUCH JAMAICAN SMILE,10OZ,,GAFY,24,1,1.99,0,0,1,1.4292,34.3,74806189405
4079,DAILY'S POUCH MANGO MARGARITA,10OZ,,GAFY,24,1,1.99,0,0,37,1.4292,34.3,74806189504
9861,DAILY'S POUCH MARGARITA,10OZ,,GAFY,24,1,1.99,0,0,18,1.4292,34.3,74806184103
3749,DAILY'S POUCH MIMOSA,10OZ,,GAFY,24,1,1.99,0,0,0,1.4063,33.75,74806186497
11048,DAILY'S POUCH PEACH ON THE BEACH,10OZ,,GAFY,24,1,1.99,0,0,-8,1.4292,34.3,74806188309
9871,DAILY'S POUCH PINA COLADA,10OZ,,GAFY,24,1,1.99,0,0,3,1.4292,34.3,74806184400
9864,DAILY'S POUCH STRAWBERRY DAIQUIRI,10OZ,,GAFY,24,1,1.99,0,0,-2,1.4292,34.3,74806184202
3413,DAILY'S POUCH WILD BERRY MARGARITA,10OZ,,GAFY,24,1,1.99,0,0,14,1.4292,34.3,74806186503
4011,DAILY'S  STRAWBERRY MIX,64OZ,,QFPI,9,1,7.99,0,0,19,5.8833,52.95,74806000526
4011,DAILY'S  STRAWBERRY MIX,64OZ,,QFPI,9,1,7.99,0,0,19,5.55,49.95,74806000526
4011,DAILY'S  STRAWBERRY MIX,64OZ,,QFPI,9,1,7.99,0,0,19,5.3278,47.95,74806000526
4109,DAILY'S  SWEET & SOUR,64OZ,,QFPI,9,1,8.99,0,0,18,0,0,74806000236
4109,DAILY'S  SWEET & SOUR,64OZ,,QFPI,9,1,8.99,0,0,18,5.3278,47.95,74806000236
14043,DANCING CROW CABERNET SAUVIGNON LAKE CO,750ML,,RWRW,12,1,19.99,0,0,0,14.6667,176,40232333040
14044,DANCING CROW SAUVIGNON BLANC LAKE CO,750ML,,RWRW,12,1,16.49,0,0,5,11.3333,136,40232202223
9217,DANTE CABERNET SAUVIGNON,750ML,,RWRW,12,1,11.99,0,0,31,7.3333,88,703432000234
13042,DANTE CHARDONNAY,750ML,,RWRW,12,1,11.99,0,0,18,7.3333,88,703432000203
13042,DANTE CHARDONNAY,750ML,,RWRW,12,1,11.99,0,0,18,7.3333,88,703432000203
9218,DANTE MERLOT,750ML,,RWRW,12,1,11.99,0,0,19,7.3333,88,703432000210
9306,DANTE PINOT NOIR,750ML,,RWRW,12,1,11.99,0,0,37,7.3333,88,703432000258
9306,DANTE PINOT NOIR,750ML,,RWRW,12,1,11.99,0,0,37,7.3333,88,703432000258
9306,DANTE PINOT NOIR,750ML,,RWRW,12,1,11.99,0,0,37,8,96,703432000258
14251,DAOU CABERNET SAUVIGNON,750ML,,ALAL,12,1,26.99,0,0,13,19.9167,239,890409002398
14251,DAOU CABERNET SAUVIGNON,750ML,,ALAL,12,1,26.99,0,0,13,19.9167,239,890409002398
14542,DARK HORSE BIG BOLD RED,750ML,,GAGA,12,1,10.99,0,0,0,8.09,97.08,85000020746
7535,DARK HORSE BUTTERY CHARD,750ML,,GAGA,12,1,10.99,0,0,7,7.09,85.08,85000031223
11038,DARK HORSE CABERNET,750ML,,GAGA,12,1,10.99,0,0,14,7.09,85.08,85000020302
11038,DARK HORSE CABERNET,750ML,,GAGA,12,1,10.99,0,0,14,7.09,85.08,85000203026
11038,DARK HORSE CABERNET,750ML,,GAGA,12,1,10.99,0,0,14,7.09,85.08,85000020302
11038,DARK HORSE CABERNET,750ML,,GAGA,12,1,10.99,0,0,14,7.09,85.08,85000203026
14543,DARK HORSE CHARDONNAY,750ML,,GAGA,12,1,10.99,0,0,12,7.09,85.08,85000020319
12027,DARK HORSE DOUBLE DOWN,750ML,,GAGA,12,1,10.99,0,0,0,7.09,85.08,85000026106
7451,DARK HORSE PINOT GRIGIO,750ML,,GAGA,12,1,10.99,0,0,16,7.09,85.08,85000025284
7451,DARK HORSE PINOT GRIGIO,750ML,,GAGA,12,1,10.99,0,0,16,7.09,85.08,85000025284
11041,DARK HORSE PINOT NOIR,750ML,,GAGA,12,1,10.99,0,0,14,7.09,85.08,85000023792
11041,DARK HORSE PINOT NOIR,750ML,,GAGA,12,1,10.99,0,0,14,7.09,85.08,85000023792
7469,DARK HORSE SAUV BLANC,750ML,,GAGA,12,1,10.99,0,0,10,7.09,85.08,85000022924
9231,DA VINCI PINOT GRIGIO,750ML,,GAGA,12,1,14.99,0,0,14,12.01,144.12,85000016589
9231,DA VINCI PINOT GRIGIO,750ML,,GAGA,12,1,14.99,0,0,14,12.01,144.12,85000016589
7242,DA VINCI VINEYARDS  CHIANTI,750ML,,GAGA,12,1,14.99,0,0,14,12.01,144.12,85000012178
7242,DA VINCI VINEYARDS  CHIANTI,750ML,,GAGA,12,1,14.99,0,0,14,12.01,144.12,85000012178
12537,DECOY CABERNET SAUV SONOMA CNTY,750ML,,ALAL,12,1,24.99,0,0,23,17.99,215.88,669576019269
7075,DECOY CHARD SONOMA CNTY,750ML,,ALAL,12,1,24.99,0,0,21,15.99,191.88,669576019245
7075,DECOY CHARD SONOMA CNTY,750ML,,ALAL,12,1,24.99,0,0,21,15.99,191.88,669576019245
13402,DECOY MERLOT SONOMA,750ML,,ALAL,12,1,23.99,0,0,17,17.99,215.88,669576019252
13402,DECOY MERLOT SONOMA,750ML,,ALAL,12,1,23.99,0,0,17,17.99,215.88,669576019252
12995,DECOY PINOT NOIR SONOMA,750ML,,ALAL,12,1,24.99,0,0,19,17.99,215.88,669576019221
